"名称","No","説明","備考","ファイル名（1枚目）","ファイル名（２枚目）","ファイル名（３枚目）","経度","緯度","分類"
"白良浜","288","美しい白砂の浜が弓なりに続く白良浜は、関西きってのリゾートビーチです。本州で最も早い５月に海開きがあります。<br>浜辺には水着のまま入浴する露天風呂「しらすな」もあります。<br>白良浜の北側の権現崎には「熊野三所神社」があり、こんもりとした社叢（神社の森）が見えています。権現崎を回る遊歩道もあります。(2006.4.20)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/288.jpg","","","135.343713999992","33.6829519999453","きのくに風景讃歌"
"エディ・タウンゼントの碑","289","白良浜には、ボクシングのトレーナー、故エディ・タウンゼント氏の記念碑が建っています。氏はガッツ石松さん、赤井英和さん、井岡弘樹さんなどのボクサーを育てた名トレーナーとして知られています。砂浜をランニングすることで足腰が鍛えられるからでしょうか、プロボクサーが白良浜でトレーニング合宿を良く行います。<br>この碑は、氏が世界タイトル戦を控えたボクサーと共に合宿するのがいつも白良浜であったこと、白良浜と姉妹浜提携（ワイキキビーチ）をしているハワイ・ホノルル出身でもあることから、2004年に元世界チャンピオンの井岡弘樹氏により建立されました。(2009.9.22)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/289.jpg","","","135.34371100001","33.6795959999682","きのくに風景讃歌"
"白砂のプロムナード","290","白良浜といえば、夏の海水浴場として有名ですが、いまや冬の白良浜の風物詩として定着してきているのが、白良浜イルミネーションイベント「白砂のプロムナード」。<br>青やオレンジの10万個の電球で彩られる星座、天使、パンダなどの光のオブジェが幻想的な雰囲気を醸し出しています。「プロムナード」とはフランス語で「散策、散歩道」という意味です。このステキな浜を誰と散策しましょうか？<br>今シーズンは2007年12月１日～2008年１月31日、午後６時～10時まで。(2008.1.9)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/290.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/290_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/290_2.jpg","135.343687999992","33.6830499999445","きのくに風景讃歌"
"メッセージ花火とキャンドルイルミネーション","291","白良浜の夏の夜は、メッセージ花火とキャンドルイルミネーション。<br>メッセージ花火は、１発5,000円で当日でも旅館やホテル、浜のＦＭサテライトスタジオ前で申し込めます。「お父さん、連れてきてくれてありがとう」「またいっしょに来ようね」など希望のメッセージのあと、花火が１発打ち上げられ、白浜で過ごせた幸せを分かち合えます。<br>土曜日の夜にはキャンドルイルミネーションも。メッセージを書いた紙の筒に入ったキャンドルが砂浜一面に並べられ、幻想的な雰囲気です。このメッセージは無料で書かせてもらえます。(2006.5.2)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/291.jpg","","","135.343665999993","33.6829879999447","きのくに風景讃歌"
"白浜エネルギーランド","292","白良浜の目の前にあり、自然エネルギー（石油・石炭・風力・水力）を楽しく学び、人間の錯覚などを利用した施設、また映像体感シミュレーターなど、さまざまな不思議体験ができるアミューズメントスポット。(2006.4.17)","< 料金 > 大人（高校生以上）1,800円、中人（小・中学生）1,200円、幼児（３才以上）500円、シニア（60歳以上）1,620円、身体障害者基本料金の半額、（団体割引きもあります）<BR>< 時間 > 9:00～17:30（入館は16:00まで）<BR>※季節により変動<BR>< 定休日 > 火曜日（月曜又は火曜日が祝日の場合は営業）<BR>春、GW、夏、冬休み期間中は無休<BR>< 駐車場 > 280台（無料）","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/292.jpg","","","135.346219999997","33.6804119999743","きのくに風景讃歌"
"真白姫の像","293","白良浜から湯崎方面へ、おみやげ物屋が並ぶ商店街を歩いて温泉街雰囲気を楽しみましょう。商店街を過ぎて海沿いのカーブを過ぎると、左手に&ldquo;ゆ&rdquo;ののれん「牟婁の湯」に着きます。その昔、中大兄皇子が有間皇子を待った有名な「古い湯」です。まぶ湯とみゆき湯から2種類の源泉をひいています。<br>牟婁の湯で一汗流し進むと、すぐ海沿いに湯崎広場があります。<br>大きな裸身の美女の像が目に入りますが、真白姫像です。真白姫にまつわる悲恋の物語をしのばせるように建っています。湯崎広場の端には、高浜虚子が熊野巡遊した際の句碑が建っています。（2007.3.13）","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/293.jpg","","","135.340844000013","33.6764299999715","きのくに風景讃歌"
"白浜薬師堂","294","薬師堂は、薬師如来をお祀りする仏堂で、昔は温泉などの湯治場の近くには必ずあったそうです。<br>白良浜のすぐ近くにあるこの白浜薬師堂は、奈良薬師寺の東塔を参考に建立されたもので、昭和41年４月12日に開眼落慶の式典が行われました。このことから、毎月12日は縁日で、４月12日には大祭である花会式が執り行われます。(2011.2.22)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/294.jpg","","","135.34529999999","33.6821979999609","きのくに風景讃歌"
"白浜アドベンチャーワールド","295","世界各地の動物たちとのふれあいが楽しめ、海の生き物たちのショーや多彩なイベントを心ゆくまで堪能できます。<br>特にパンダは、父・永明、母・梅梅（メイメイ）の間に７頭、父・永明、母・良浜（ラウヒン）の間に４頭が白浜で生まれています。そのうち雄浜（ユウヒン・オス）、隆浜（リュウヒン・オス）、秋浜（シュウヒン・オス）、幸浜（コウヒン・オス）が繁殖のために中国へ里帰り中。梅梅は残念ながら2008年に永眠しました。現在、中国以外で最高の８頭が飼育されています。<br>草食動物と肉食動物を間近で見られるサファリワールド、かわいいイルカたちが華麗な演技を繰り広げるマリンワールド、動物たちとふれあえるエンジョイワールド、そしてジェットコースターや観覧車などがある遊園地が一体となった大レジャー施設です。(2006.4.17)（2007.2.13修正)（2007.10.27修正)（2011.4.27修正）","< 料金 > １DAY　：　大人（18歳以上）3,800円、セニア（65歳以上）3,400円、中人（12歳～17歳）3,000円、小人（4歳～11歳）2,300円（その他各種チケットあり）<BR>< 時間 > 9:30～17:00 ※繁忙期には時間を変更する場合があります。<BR>< 定休日 > 第２・４水曜日　※繁忙期には営業する場合があります。<BR>< 駐車場 > 5,000台（1,000円）","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/295.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/295_1.jpg","","135.373105999981","33.6656399998668","きのくに風景讃歌"
"外湯めぐり","296","別府や熱海とともに、日本三大温泉の一つと数えられる白浜温泉。町のいたるところで源泉が湯煙をあげています。<br>外湯には「崎の湯」「牟婁の湯」「しらすな」「白良湯」「松乃湯」「綱の湯」があります。<br>また町営の足湯として「柳橋足湯」「つくもと足湯」「しらすな（冬期）」「御船足湯」があります。(2006.4.17)","","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/296.jpg","","","135.337186000013","33.6768719999548","きのくに風景讃歌"
"崎の湯","297","白良浜を右手に望みながら進むと、道路はやがて海から離れて上りとなります。その手前の海沿いの細い道を進み、突き当たったところです。<br>ここは、万葉の昔から「湯崎七湯」の中で唯一残っている歴史ある湯壷です。波がすぐそこに打ち寄せる一番海側の浴槽は波の高いときには入れませんが、海に向かった湯壷は開放感たっぷりの露天風呂です。(2006.4.17)","< 料金 > 400円(３歳以上)<BR>< 時間 > 4/1～6/30・9/1～9/30　8:00～18:00<BR>7/1～8/31　7:00～19:00<BR>10/1～3/31　8:00～17:00<BR>※最終入場は終業時間の30分前まで<BR>< 定休日 > 毎週水曜日","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/297.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/297_1.jpg","https://v009.www2.wagmap.jp/wakayamaken/wakayamaken/Content/images/plugin/photo/297_2.jpg","135.336994000011","33.6766469999534","きのくに風景讃歌"
